"FOR_TYPE","Category","id","lon","lat","FOR_CAT","FOREST","arf28","ase28","amaxt28","amint28","dist_cfa","dist_camp","aws_m1","dist_road","year","month","day"
"Eucalypt Medium Open","accident",156,146.8466667,-37.21333333,"Native forest",1,6.092857143,26.38571429,17.56785714,9.082142857,36620.12916,12033.63766,5.649056992,158.8786308,2019,12,17
"Eucalypt Tall Open","lightning",157,147.02,-37.20666667,"Native forest",1,6.092857143,26.38571429,17.56785714,9.082142857,26622.70875,20467.40104,5.473166448,598.6384133,2019,12,17
"Eucalypt Medium Woodland","lightning",158,146.969995,-37.3,"Native forest",1,6.092857143,26.38571429,17.56785714,9.082142857,30661.46382,22279.14192,5.649056992,1127.877988,2019,12,17
"Eucalypt Medium Open","accident",159,146.7733367,-37.16666667,"Native forest",1,3.021428571,24.88928571,18.6,10.1,28958.40112,8341.086207,5.649056992,63.10052289,2019,12,17
"Eucalypt Medium Woodland","lightning",160,147.463992,-37.051998,"Native forest",1,1.564285714,24.66785714,28.22142857,11.74285714,5797.465515,15129.80274,3.391332385,527.346667,2019,12,17
"Non forest","lightning",161,142.4283325,-37.23499917,"Non forest",0,0.878571429,25.01071429,22.99642857,11.64642857,13599.5843,30492.1444,4.076911831,1060.153612,2019,12,17
"Other native forest","lightning",162,142.49,-37.4,"Native forest",1,0.878571429,25.01071429,22.99642857,11.64642857,8191.797094,40765.53255,4.076911831,322.2482474,2019,12,17
"Eucalypt Medium Open","accident",163,146.60001,-37.84,"Native forest",1,3.164285714,21.73571429,18.51785714,9.514285714,14216.35348,10585.37753,4.878858899,59.07220841,2019,12,17
"Eucalypt Medium Open","lightning",164,146.3400033,-38.05999667,"Native forest",1,2.914285714,22.13571429,27.525,14.27857143,8857.950419,10963.73918,4.462141999,463.4582889,2019,12,17
"Eucalypt Medium Open","lightning",165,146.7666733,-36.86666667,"Native forest",1,2.45,25.44285714,28.3,13.16428571,23145.92907,7524.770463,4.590803453,2647.964471,2019,12,17
"Non forest","lightning",166,147.659998,-36.923998,"Non forest",0,1.564285714,24.66785714,28.22142857,11.74285714,5270.321186,35606.5146,3.391332385,404.0189537,2019,12,17
"Eucalypt Tall Open","lightning",167,147.8466667,-36.95333,"Native forest",1,1.564285714,24.66785714,28.22142857,11.74285714,12762.5409,28866.08914,3.391332385,868.466891,2019,12,17
"Non forest","accident",168,146.75,-38.15,"Non forest",0,2.55,22.13214286,27.575,14.15,2573.493555,33225.68258,4.878858899,746.6706856,2019,12,17
"Non forest","lightning",169,141.89999,-36.71,"Non forest",0,0.35,22.77142857,32.25714286,12.23571429,5093.078068,20288.59169,4.076911831,450.8894047,2019,12,17
"Eucalypt Medium Open","lightning",170,146.57,-36.83,"Native forest",1,2.007142857,25.44285714,28.62142857,13.48928571,12878.33033,8210.888308,5.473166448,743.1122719,2019,12,17
"Eucalypt Medium Open","lightning",171,147.79999,-36.929995,"Native forest",1,1.564285714,24.66785714,28.22142857,11.74285714,9038.317501,32145.67186,3.391332385,865.534967,2019,12,17
"Non forest","lightning",172,141.65,-37.71,"Non forest",0,0.307142857,23.39285714,29.5,11.77142857,3102.330245,34846.77621,4.076911831,750.3796333,2019,12,17
"Non forest","burning off",173,146.66,-37.92,"Non forest",0,3.164285714,21.73571429,18.51785714,9.514285714,4124.587965,17536.46043,4.878858899,727.4122701,2019,12,17
"Softwood plantation","lightning",174,141.3,-38.12,"Commercial plantation",1,0.314285714,23.575,27.925,12.02857143,9551.200435,21553.65736,4.076911831,367.5451986,2019,12,17
"Eucalypt Medium Woodland","lightning",175,142.469995,-37.43999,"Native forest",1,0.878571429,25.01071429,22.99642857,11.64642857,7410.343209,39980.2486,4.076911831,211.9851288,2019,12,17
"Eucalypt Tall Open","lightning",176,149.44,-37.5,"Native forest",1,2.9,20.53214286,24.41428571,16.31785714,21523.65006,16816.7842,3.391332385,204.7658882,2019,12,17
"Eucalypt Medium Open","accident",177,146.66,-37.86,"Native forest",1,3.164285714,21.73571429,18.51785714,9.514285714,9571.875425,10878.71553,4.878858899,29.4794726,2019,12,17
"Eucalypt Tall Open","accident",178,146.60001,-37.9,"Native forest",1,3.164285714,21.73571429,18.51785714,9.514285714,9892.161435,16479.9859,4.878858899,139.0503376,2019,12,17
"Eucalypt Medium Open","lightning",179,146.610005,-37.97,"Native forest",1,2.55,22.13214286,27.575,14.15,10241.18308,12717.4517,4.878858899,384.2562422,2019,12,17
"Eucalypt Medium Woodland","lightning",180,147.79999,-36.88,"Native forest",1,1.564285714,24.66785714,28.22142857,11.74285714,12000.6249,37309.84899,3.391332385,1040.082807,2019,12,17
"Callitris","lightning",181,142.310005,-37.16,"Native forest",1,0.878571429,25.01071429,22.99642857,11.64642857,8392.887632,21278.63755,4.076911831,687.6513641,2019,12,17
"Eucalypt Medium Open","lightning",182,147.12,-37.6,"Native forest",1,2.942857143,20.99285714,26.66428571,13.91785714,19602.39331,7082.770849,5.649056992,211.5685428,2019,12,17
"Softwood plantation","lightning",183,146.509995,-36.86,"Commercial plantation",1,2.007142857,25.44285714,28.62142857,13.48928571,9698.952899,14176.20555,5.649056992,1016.281096,2019,12,17
"Eucalypt Medium Open","lightning",184,147.66,-36.86,"Native forest",1,1.564285714,24.66785714,28.22142857,11.74285714,11318.26456,30039.54099,3.391332385,66.2695933,2019,12,17
"Eucalypt Medium Open","lightning",185,146.51999,-36.72,"Native forest",1,1.821428571,25.44285714,32.55714286,14.29285714,6973.525919,11334.44587,4.590803453,940.9542773,2019,12,17
"Non forest","lightning",186,146.6657121,-36.80571429,"Non forest",0,2.007142857,25.44285714,28.62142857,13.48928571,17335.97351,1841.557388,4.590803453,106.3337821,2019,12,17
"Eucalypt Medium Open","lightning",187,147.07,-37.449995,"Native forest",1,2.942857143,20.99285714,26.66428571,13.91785714,16185.06994,6306.690285,5.649056992,1728.520138,2019,12,17
"Eucalypt Medium Open","lightning",188,147.29999,-36.56,"Native forest",1,1.871428571,26.08928571,29.35357143,14.7,7252.224858,6521.660366,4.728444759,608.7322219,2019,12,17
"Eucalypt Tall Open","lightning",189,147.23999,-36.62,"Native forest",1,1.871428571,26.08928571,29.35357143,14.7,11548.56886,5765.778179,4.728444759,341.2065171,2019,12,17
"Eucalypt Medium Woodland","lightning",190,141.17999,-37.62,"Native forest",1,0.307142857,23.39285714,29.5,11.77142857,12693.85825,4724.047762,4.076911831,153.7401812,2019,12,17
"Non forest","lightning",191,147.080002,-36.536,"Non forest",0,1.871428571,26.08928571,29.35357143,14.7,7646.453928,12275.50715,4.728444759,288.6692757,2019,12,17
"Non forest","lightning",192,147.34,-36.56,"Non forest",0,1.871428571,26.08928571,29.35357143,14.7,4290.976896,3823.473711,4.728444759,272.86848,2019,12,17
"Eucalypt Medium Open","lightning",193,147.32001,-36.5,"Native forest",1,2.157142857,26.08928571,30.36071429,15.08214286,5968.577025,4766.347752,4.728444759,151.3114605,2019,12,17
"Hardwood plantation","lightning",194,141.34,-37.65,"Commercial plantation",1,0.307142857,23.39285714,29.5,11.77142857,2942.149082,7934.254288,4.076911831,470.4259441,2019,12,17
"Eucalypt Medium Woodland","lightning",195,141.3,-37.65,"Native forest",1,0.307142857,23.39285714,29.5,11.77142857,6322.437944,6592.893057,4.076911831,102.2203216,2019,12,17
"Non forest","lightning",196,143.64,-37.01,"Non forest",0,0.142857143,25.59285714,31.47857143,14.68571429,3224.924644,12743.42182,4.076911831,408.6760522,2019,12,17
"Non forest","accident",197,142.0514243,-34.25142286,"Non forest",0,0.014285714,26.6,35.6,18.38571429,9481.640073,154509.6648,3.391332385,45.50356305,2019,12,17
"Acacia","lightning",198,147.26001,-37.53,"Native forest",1,2.95,20.09285714,26.17142857,13.87142857,8004.848347,2942.406227,5.473166448,450.7284089,2019,12,18
"Eucalypt Medium Open","lightning",199,147.969995,-37.39,"Native forest",1,3.278571429,21.09285714,24.86071429,12.39285714,12209.26294,10004.61681,4.590803453,1202.890858,2019,12,18
"Non forest","lightning",200,147.283998,-37.463998,"Non forest",0,2.95,20.09285714,26.17142857,13.87142857,3055.166125,6322.500442,4.590803453,399.4382254,2019,12,18
"Eucalypt Tall Open","lightning",201,147.4177744,-36.48666667,"Native forest",1,2.178571429,25.66428571,30.41071429,15.30357143,6439.678864,6799.917723,4.728444759,423.2450732,2019,12,18
"Eucalypt Medium Open","accident",202,147.41333,-36.61333333,"Native forest",1,1.892857143,25.66428571,29.40357143,14.92142857,9695.144517,1157.063492,4.728444759,102.6750873,2019,12,18
"Non forest","lightning",203,147.8866633,-36.78666667,"Non forest",0,1.564285714,24.51785714,28.33928571,11.95714286,24877.18444,26451.55276,4.728444759,585.659823,2019,12,18
"Hardwood plantation","lightning",204,141.64,-37.88,"Commercial plantation",1,0.314285714,23.81071429,27.50357143,11.96428571,8315.473746,16261.59152,4.076911831,904.5109476,2019,12,18
"Non forest","lightning",205,147.9066633,-36.30333333,"Non forest",0,1.917857143,23.65714286,32.38214286,15.10357143,4994.975231,3571.424852,4.728444759,475.6034944,2019,12,18
"Eucalypt Medium Open","lightning",206,147.4866667,-36.5,"Native forest",1,2.178571429,25.66428571,30.41071429,15.30357143,3842.494935,11554.76253,4.728444759,323.7373305,2019,12,18
"Eucalypt Medium Open","lightning",207,148.12,-37.06,"Native forest",1,3.278571429,21.09285714,24.86071429,12.39285714,19353.84826,24531.19411,3.391332385,1002.481983,2019,12,18
"Eucalypt Medium Open","lightning",208,148.009995,-36.29,"Native forest",1,1.917857143,23.65714286,32.38214286,15.10357143,1783.122454,9741.420673,4.728444759,1470.079844,2019,12,18
"Eucalypt Tall Open","lightning",209,147.56,-36.429995,"Native forest",1,2.178571429,25.66428571,30.41071429,15.30357143,12822.14294,21537.61015,4.728444759,1239.58938,2019,12,18
"Non forest","lightning",210,148.01999,-36.22,"Non forest",0,1.917857143,23.65714286,32.38214286,15.10357143,6730.263496,5527.824328,4.728444759,444.9197935,2019,12,18
"Non forest","lightning",211,147.60001,-36.05,"Non forest",0,2.739285714,24.98214286,27.12857143,15.37142857,6278.300917,9480.261796,4.728444759,1348.632157,2019,12,18
"Eucalypt Tall Open","lightning",212,149.0225,-37.5225,"Native forest",1,2.735714286,18.51428571,25.81428571,14.35,12841.38956,17503.88138,3.391332385,335.847699,2019,12,18
"Eucalypt Tall Open","lightning",213,149.1828543,-37.56856857,"Native forest",1,3.457142857,19.58214286,25.62142857,16.09285714,2715.128728,8026.133169,3.391332385,183.3265789,2019,12,18
"Eucalypt Medium Open","lightning",214,147.54,-36.06666333,"Native forest",1,2.739285714,24.98214286,27.12857143,15.37142857,5508.681673,6787.139677,4.728444759,568.8167524,2019,12,18
"Eucalypt Tall Open","lightning",215,149,-37.46,"Native forest",1,2.735714286,18.51428571,25.81428571,14.35,18416.99441,11386.77795,3.391332385,594.562809,2019,12,18
"Eucalypt Medium Open","lightning",216,147.4019019,-36.02380905,"Native forest",1,2.739285714,24.98214286,27.12857143,15.37142857,11903.03743,17754.03786,4.728444759,426.7083421,2019,12,18
"Non forest","lightning",217,147.6169254,-36.55076846,"Non forest",0,2.178571429,25.66428571,30.41071429,15.30357143,10909.06069,16430.17693,4.728444759,1451.360444,2019,12,18
"Eucalypt Medium Open","lightning",218,148.93,-37.33,"Native forest",1,2.442857143,18.51428571,25.81428571,14.33571429,20515.66125,8893.597412,3.391332385,1280.158238,2019,12,18
"Eucalypt Tall Open","lightning",219,148.909995,-37.5,"Native forest",1,2.442857143,18.51428571,25.81428571,14.33571429,23109.80405,10739.26319,3.391332385,117.676345,2019,12,18
"Eucalypt Medium Open","lightning",220,147.6799967,-36.31333333,"Native forest",1,2.739285714,24.98214286,27.12857143,15.37142857,10998.05234,16143.12663,4.728444759,1176.418981,2019,12,18
"Eucalypt Tall Open","lightning",221,147.5850025,-36.355,"Native forest",1,2.564285714,24.98214286,27.12857143,15.37142857,16506.48357,14028.65039,4.728444759,871.2763493,2019,12,18
"Eucalypt Tall Open","lightning",222,148.95999,-37.36,"Native forest",1,2.735714286,18.51428571,25.81428571,14.35,24394.38829,7747.48751,3.391332385,480.2390886,2019,12,18
"Eucalypt Medium Open","lightning",223,147.7733367,-36.71333333,"Native forest",1,1.842857143,25.66428571,30.63571429,15.03928571,27613.53842,20147.86682,4.728444759,1247.618146,2019,12,18
"Non forest","accident",224,145.770005,-36.79,"Non forest",0,1.142857143,24.46428571,29.28928571,12.45357143,2890.447641,14981.52717,5.276927255,6.865419788,2019,12,18
"Eucalypt Tall Open","lightning",225,149.5666667,-37.38,"Native forest",1,2.9,20.03214286,24.32142857,16.33214286,15095.69327,33651.86356,3.391332385,858.7090473,2019,12,18
"Eucalypt Medium Open","lightning",226,148.10001,-37.49,"Native forest",1,2.835714286,19.64642857,25.24285714,14.69285714,6555.022263,12294.99525,4.590803453,924.4443467,2019,12,18
"Non forest","accident",227,144.009995,-37.2,"Non forest",0,0.692857143,24.97142857,31.36785714,14.38571429,5847.548459,17842.12282,4.462141999,44.56037352,2019,12,18
"Eucalypt Medium Open","accident",228,144.2066667,-37.20666667,"Native forest",1,0.692857143,24.97142857,31.54642857,14.29642857,7390.813738,6497.321943,4.462141999,6.335596118,2019,12,18
"Eucalypt Medium Open","accident",229,144.2866633,-37.23333333,"Native forest",1,0.692857143,24.97142857,31.54642857,14.29642857,7950.285708,4544.53596,4.462141999,112.8288727,2019,12,18
"Non forest","accident",230,144.25,-37.71,"Non forest",0,0.592857143,23.62142857,27.83928571,12.85714286,4612.135887,8704.947186,6.041229871,233.4252159,2019,12,18
"Eucalypt Tall Woodland","accident",231,145.8933267,-37.73999667,"Native forest",1,3.164285714,21.64285714,18.59285714,9.614285714,7373.210824,8920.466902,4.462141999,222.3671811,2019,12,18
"Eucalypt Tall Open","accident",232,146.37333,-37.736665,"Native forest",1,3.164285714,21.64285714,18.59285714,9.678571429,15043.72994,2030.502526,4.878858899,21.1454493,2019,12,18
"Eucalypt Tall Woodland","accident",233,145.988,-37.804,"Native forest",1,3.164285714,21.64285714,18.59285714,9.628571429,10014.18877,2019.719524,4.462141999,122.563392,2019,12,18
"Other native forest","lightning",234,141.449995,-35.87,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,29432.27701,41097.24126,4.878858899,2039.822569,2019,12,18
"Eucalypt Mallee Woodland","lightning",235,141.6266667,-35.94666,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,18125.10142,55419.52011,4.878858899,2913.441386,2019,12,18
"Eucalypt Medium Open","lightning",236,147.86,-36.54,"Native forest",1,2.221428571,25.66428571,30.96071429,15.28571429,26463.66204,1340.272131,4.728444759,221.4282204,2019,12,18
"Eucalypt Medium Open","lightning",237,148.3250075,-37.39,"Native forest",1,3.278571429,21.09285714,24.86071429,12.39285714,18375.68246,9913.796286,3.391332385,798.0105921,2019,12,18
"Eucalypt Tall Open","lightning",238,149.5433367,-37.466665,"Native forest",1,2.9,20.03214286,24.32142857,16.33214286,12278.56606,26749.04373,3.391332385,551.9557338,2019,12,18
"Non forest","accident",239,145.39999,-37.6,"Non forest",0,1.942857143,22.18214286,28.24642857,13.00714286,1625.759345,9233.503592,4.462141999,125.2441868,2019,12,18
"Non forest","accident",240,144.389995,-37.6975,"Non forest",0,0.592857143,23.62142857,27.83928571,12.85714286,4657.422474,21300.93462,6.041229871,64.95967735,2019,12,18
"Eucalypt Medium Open","accident",241,145.969995,-37.73,"Native forest",1,3.164285714,21.64285714,18.59285714,9.628571429,12019.45862,8911.535898,4.462141999,284.5303094,2019,12,18
"Other native forest","lightning",242,141.6066733,-35.85333333,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,19106.05221,45639.56775,5.276927255,2693.492198,2019,12,18
"Eucalypt Mallee Woodland","lightning",243,141.7199975,-35.9349925,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,11246.27174,58916.19815,5.276927255,5095.813118,2019,12,18
"Non forest","lightning",244,146.4599967,-36.6,"Non forest",0,1.821428571,25.21785714,32.69642857,14.50714286,6162.045313,7135.546203,4.590803453,437.1797774,2019,12,18
"Other forest  unallocated type","lightning",245,143.1549975,-37.23,"Other forest",1,0.45,24.76428571,26.89642857,13.61785714,4248.172214,2628.60845,6.041229871,504.6580652,2019,12,18
"Eucalypt Medium Open","lightning",246,148.36,-37.29,"Native forest",1,3.278571429,21.09285714,24.86071429,12.39285714,14103.42026,10447.97983,3.391332385,1722.367766,2019,12,18
"Eucalypt Medium Woodland","lightning",247,144.51999,-37.65,"Native forest",1,1.392857143,23.39285714,27.66785714,14.78928571,6590.473388,25832.28403,4.462141999,968.1797311,2019,12,18
"Eucalypt Tall Open","accident",248,145.8999963,-37.65,"Native forest",1,3.164285714,21.64285714,18.59285714,9.614285714,6022.454039,13936.37189,4.462141999,196.7433045,2019,12,18
"Eucalypt Mallee Woodland","lightning",249,141.78,-35.9,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,4628.829818,59420.08751,5.276927255,1034.2591,2019,12,18
"Eucalypt Medium Woodland","lightning",250,141,-36.64444444,"Native forest",1,0.192857143,24.26071429,30.23928571,12.75714286,8613.22119,106093.9386,4.878858899,359.360816,2019,12,18
"Eucalypt Medium Open","accident",251,144.459995,-36.69,"Native forest",1,0.121428571,25.56428571,33.05357143,15.31428571,8801.134209,5124.607409,4.462141999,67.72754448,2019,12,18
"Other forest  unallocated type","lightning",252,149.48,-37.34,"Other forest",1,2.9,20.03214286,24.32142857,16.33214286,23750.26713,31480.55559,3.391332385,449.5375248,2019,12,18
"Non forest","accident",253,143.38,-37.49,"Non forest",0,0.45,24.76428571,26.89642857,13.61785714,6640.192825,21486.02443,6.041229871,150.1310501,2019,12,18
"Eucalypt Medium Closed","accident",254,146.270005,-37.7,"Native forest",1,3.164285714,21.64285714,18.59285714,9.628571429,14969.405,11916.13604,4.878858899,75.6682044,2019,12,18
"Eucalypt Mallee Woodland","lightning",255,141.45999,-35.74,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,35327.79838,27981.04304,5.276927255,1825.00839,2019,12,18
"Eucalypt Mallee Woodland","lightning",256,141.53999,-35.74,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,28974.94303,31920.45617,5.276927255,4649.881181,2019,12,18
"Eucalypt Mallee Woodland","lightning",257,141.42,-35.82,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,34991.43807,35015.50494,4.878858899,2733.563069,2019,12,18
"Eucalypt Mallee Woodland","lightning",258,141.45999,-35.82,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,35028.14039,36120.14307,4.878858899,6740.304383,2019,12,18
"Eucalypt Mallee Woodland","lightning",259,141.66,-35.86,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,14282.91787,49037.05838,5.276927255,214.2456859,2019,12,18
"Eucalypt Mallee Woodland","lightning",260,141.3466667,-35.97333333,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,19623.0522,50895.29752,4.878858899,1696.877399,2019,12,18
"Non forest","accident",261,146.76001,-36.54,"Non forest",0,1.821428571,25.21785714,32.69642857,14.50714286,3578.532195,3528.244168,3.391332385,36.27773616,2019,12,18
"Eucalypt Tall Open","accident",262,145.050005,-35.929995,"Native forest",1,0.278571429,26.06785714,34.38214286,16.01785714,9399.776118,76642.2563,4.590803453,201.2607593,2019,12,18
"Eucalypt Mallee Woodland","lightning",263,141.4876888,-36.01692269,"Native forest",1,0.278571429,23.45357143,31.96071429,13.97142857,13871.94527,57722.12356,4.878858899,2127.442377,2019,12,18
"Non forest","lightning",264,141.189995,-36.68,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,3840.510112,74958.38421,4.878858899,707.6055244,2019,12,18
"Non forest","lightning",265,141.08,-36.7,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,4615.611677,98937.55146,4.878858899,440.109131,2019,12,18
"Non forest","lightning",266,141.24999,-36.72,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,6432.250498,70741.91589,4.878858899,117.5898256,2019,12,18
"Eucalypt Medium Closed","lightning",267,143.24999,-37.03,"Native forest",1,0.45,24.76428571,26.89642857,13.61785714,7836.742891,8281.796101,6.041229871,156.0184306,2019,12,18
"Non forest","lightning",268,141.199996,-37.091996,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,10540.06718,54708.95829,4.076911831,35.74845714,2019,12,18
"Non forest","accident",269,143.7333267,-37.11333333,"Non forest",0,0.142857143,25.57142857,31.62142857,14.48928571,7356.509318,3487.588381,4.076911831,142.4154206,2019,12,18
"Non forest","lightning",270,143.3799967,-37.17333333,"Non forest",0,0.45,24.76428571,26.89642857,13.61785714,2059.271294,8389.252174,6.041229871,97.66642275,2019,12,18
"Eucalypt Medium Open","accident",271,146.56,-37.93999,"Native forest",1,3.164285714,21.64285714,18.59285714,9.678571429,9834.002101,10246.75259,4.878858899,217.4348161,2019,12,18
"Other native forest","lightning",272,141.78,-35.79,"Native forest",1,0.064285714,25.96071429,34.48928571,15.34285714,9806.696659,51244.81539,5.276927255,346.5889351,2019,12,18
"Non forest","lightning",273,141.25999,-35.92,"Non forest",0,0.278571429,23.45357143,31.96071429,13.97142857,26516.2558,45190.67117,4.878858899,84.54189395,2019,12,18
"Other forest  unallocated type","lightning",274,141.2422144,-35.99555556,"Other forest",1,0.278571429,23.45357143,31.96071429,13.97142857,18684.48964,53717.11496,4.878858899,98.62522779,2019,12,18
"Non forest","lightning",275,141.175992,-37.024,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,2755.483927,62328.21261,4.076911831,1287.528086,2019,12,18
"Other native forest","lightning",276,141.73999,-35.61,"Native forest",1,0.064285714,25.96071429,34.48928571,15.34285714,30014.92558,38864.28137,5.276927255,3658.725416,2019,12,18
"Non forest","lightning",277,141.88,-36.05,"Non forest",0,0.278571429,23.45357143,31.96071429,13.97142857,9067.787915,52971.01879,4.878858899,1934.326118,2019,12,18
"Eucalypt Medium Open","accident",278,143.22,-36.7,"Native forest",1,0.135714286,24.48928571,34.07142857,15.09642857,3577.570653,7049.536794,4.076911831,166.0861196,2019,12,18
"Eucalypt Medium Woodland","lightning",279,141.4866667,-36.78666667,"Native forest",1,0.192857143,24.26071429,30.23928571,12.75714286,4620.211328,53817.84761,4.462141999,1062.109545,2019,12,18
"Non forest","accident",280,141.0088878,-36.84444444,"Non forest",0,0.192857143,24.26071429,30.23928571,12.75714286,1165.556285,84131.85126,4.878858899,229.5738122,2019,12,18
"Eucalypt Mallee Woodland","lightning",281,141.348335,-37.12499917,"Native forest",1,0.192857143,24.26071429,30.23928571,12.75714286,3929.404256,52084.53674,4.076911831,168.4446268,2019,12,18
