"FOR_TYPE","Category","id","lon","lat","FOR_CAT","FOREST","arf28","ase28","amaxt28","amint28","dist_cfa","dist_camp","aws_m1","dist_road","year","month","day"
"Eucalypt Tall Open","lightning",744,148.71,-37.249995,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,9177.050185,10369.87883,2.362813532,1091.787306,2020,2,1
"Softwood plantation","lightning",745,149.10001,-37.16,"Commercial plantation",1,1.964285714,17.85,24.42142857,12.28214286,10310.76894,21780.79156,4.304380976,143.328165,2020,2,1
"Eucalypt Low Open","lightning",746,149.14,-37.18,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,13890.34489,19967.48559,4.304380976,1822.738095,2020,2,1
"Eucalypt Medium Open","lightning",747,149.389995,-37.37,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,28686.21562,24466.89321,2.362813532,1282.814521,2020,2,1
"Eucalypt Tall Closed","lightning",748,148.05429,-36.54285714,"Native forest",1,0.7,21.78571429,30.9,10.075,23068.59639,9631.824707,4.304380976,574.8370701,2020,2,1
"Eucalypt Tall Open","lightning",749,147.469995,-37.46,"Native forest",1,0.671428571,19.66785714,26.22857143,8.767857143,19634.55862,5277.124315,4.107006947,1350.690146,2020,2,1
"Eucalypt Medium Open","lightning",750,149.82001,-37.46,"Native forest",1,0.85,18.86785714,22.74285714,15.99285714,12791.03564,50439.51821,2.362813532,190.00768,2020,2,1
"Eucalypt Tall Open","lightning",751,148.9799967,-37.18666667,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,9501.702288,7838.683222,2.362813532,127.1863139,2020,2,1
"Eucalypt Tall Open","lightning",752,148.98,-37.249995,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,14095.09679,9453.340043,2.362813532,1575.12872,2020,2,1
"Eucalypt Tall Open","lightning",753,148.003998,-37.101997,"Native forest",1,1.242857143,18.41071429,23.44642857,10.12142857,25453.1269,15636.98731,2.362813532,111.3025936,2020,2,1
"Eucalypt Medium Open","lightning",754,148.1033383,-37.2,"Native forest",1,1.242857143,18.41071429,23.44642857,10.12142857,14826.02643,8924.949454,2.362813532,1645.647385,2020,2,1
"Rainforest","lightning",755,148.9533267,-37.35333333,"Native forest",1,1.964285714,17.85,24.42142857,12.28214286,23520.45465,7816.517856,2.362813532,434.4101955,2020,2,1
"Eucalypt Tall Closed","lightning",756,148.0866717,-36.53333333,"Native forest",1,0.685714286,21.41071429,31.05357143,10.08214286,20028.35113,12284.75622,4.304380976,709.1200543,2020,2,3
"Eucalypt Low Open","lightning",757,149.2149975,-37.215,"Native forest",1,1.65,18.12857143,24.74642857,12.56785714,21029.32635,19000.63367,4.304380976,825.3259242,2020,2,3
"Eucalypt Medium Open","lightning",758,149.84,-37.46,"Native forest",1,0.35,18.84642857,22.98571429,15.86428571,13745.20372,52177.21182,2.362813532,128.9083794,2020,2,3
"Eucalypt Tall Woodland","lightning",759,148.94,-37.71,"Native forest",1,1.189285714,18.36785714,25.21428571,15.56428571,5587.426455,16840.075,2.362813532,366.2785014,2020,2,3
"Eucalypt Medium Open","lightning",760,149.389995,-37.34,"Native forest",1,1.65,17.91428571,24.54285714,12.55,30270.71862,27515.32925,2.362813532,4482.023814,2020,2,4
"Eucalypt Medium Open","lightning",761,148.16333,-36.949995,"Native forest",1,1.157142857,18.43571429,23.59285714,10.21428571,27943.59977,31855.00559,2.362813532,2042.9927,2020,2,4
"Eucalypt Medium Open","lightning",762,148.68666,-37.23333333,"Native forest",1,1.65,17.91428571,24.54285714,12.55,11065.48009,12249.69254,2.362813532,1141.010534,2020,2,4
"Eucalypt Tall Open","lightning",763,147.99,-37.089995,"Native forest",1,1.157142857,18.43571429,23.59285714,10.21428571,27121.71361,16319.8077,2.362813532,335.7845994,2020,2,4
"Eucalypt Medium Open","lightning",764,149.090005,-37.16,"Native forest",1,1.65,17.91428571,24.54285714,12.55,10030.55041,21779.87085,4.304380976,51.02157051,2020,2,4
"Eucalypt Medium Open","lightning",765,148.10001,-37.22,"Native forest",1,1.157142857,18.43571429,23.59285714,10.21428571,15496.24691,6707.199634,2.362813532,368.2959511,2020,2,4
"Eucalypt Tall Open","lightning",766,148.9599967,-37.23,"Native forest",1,1.65,17.91428571,24.54285714,12.55,11243.14463,8068.947127,2.362813532,1003.160138,2020,2,4
"Eucalypt Tall Open","lightning",767,147.469995,-37.49,"Native forest",1,1.607142857,17.83928571,25.46071429,12.53571429,19945.87032,7032.533731,4.107006947,1559.891713,2020,2,5
"Eucalypt Medium Open","lightning",768,148.694995,-37.2399975,"Native forest",1,1.65,17.18214286,23.98214286,12.50357143,10265.07268,11456.85367,2.362813532,421.1540616,2020,2,6
"Eucalypt Tall Open","lightning",769,148.79999,-37.3,"Native forest",1,1.65,17.18214286,23.98214286,12.50357143,9566.304163,9204.553508,2.362813532,386.6076993,2020,2,6
"Eucalypt Medium Open","lightning",770,148.0644478,-37.64888889,"Native forest",1,1.292857143,17.12857143,24.35,13.67142857,10461.34264,10646.67675,4.107006947,103.6014061,2020,2,7
"Acacia","lightning",771,149.909995,-37.53,"Native forest",1,0.635714286,14.95714286,22.15714286,14.60357143,14639.83158,57180.00518,2.362813532,541.5068964,2020,2,23
"Other native forest","lightning",772,149.9333322,-37.51111111,"Native forest",1,0.635714286,14.08928571,21.76428571,14.44285714,17230.6359,59451.56016,2.362813532,1051.157224,2020,2,28
"Eucalypt Medium Closed","lightning",773,149.43,-37.55,"Native forest",1,0.45,13.22142857,22.69642857,13.95,23593.77357,14236.02444,2.836463171,39.97679974,2020,3,1
"Eucalypt Medium Open","accident",774,146.29999,-37.25999,"Native forest",1,2.142857143,15.37142857,14.31071429,6.232142857,17935.95708,5693.730988,4.678394664,1237.166874,2020,3,1
"Acacia","accident",775,146.60001,-37.569995,"Native forest",1,1.978571429,13.60714286,13.575,5.453571429,6812.506438,3172.857664,4.678394664,2011.022779,2020,3,1
"Eucalypt Medium Open","lightning",776,146.7399975,-37.695,"Native forest",1,0.864285714,14.375,23.36428571,11.35,12790.9959,9842.36252,4.678394664,300.8934719,2020,3,1
"Eucalypt Medium Woodland","accident",777,141.6927236,-36.90909091,"Native forest",1,0.885714286,13.76071429,24.88928571,10.23214286,7986.21068,46462.9819,3.392182717,2264.214512,2020,3,8
"Non forest","accident",778,142.98,-38.069995,"Non forest",0,1.378571429,12.56071429,23.63928571,10.23214286,6351.703647,70508.66081,5.784076459,169.3981227,2020,3,9
"Non forest","accident",779,143.28,-37.88,"Non forest",0,1.171428571,13.39285714,23.18571429,9.707142857,6415.775697,45535.73854,5.784076459,998.0000423,2020,3,9
"Non forest","accident",780,142.1599967,-37.91,"Non forest",0,1.271428571,13.08571429,23.07142857,10.43214286,1359.677182,55625.36892,3.392182717,117.9433732,2020,3,10
"Eucalypt Tall Open","accident",781,146.125,-37.86,"Native forest",1,2.685714286,12.1,13.71785714,5.625,11867.94713,7813.058073,3.821052284,174.2991632,2020,3,10
"Non forest","accident",782,142.088004,-37.735998,"Non forest",0,1.271428571,13.08571429,23.07142857,10.43214286,2561.650381,46183.23995,3.392182717,250.2125101,2020,3,10
"Non forest","accident",783,143.8175038,-37.9775,"Non forest",0,1.15,12.69285714,22.71071429,10.49642857,5944.801028,33279.52995,5.784076459,2210.744162,2020,3,10
"Eucalypt Medium Open","accident",784,143.549995,-37.66,"Native forest",1,1.971428571,13.61428571,21.99642857,9.453571429,3287.652676,16269.57445,5.784076459,447.1914706,2020,3,10
"Non forest","accident",785,143.549995,-37.85,"Non forest",0,1.971428571,13.61428571,21.99642857,9.453571429,3645.259009,24194.548,5.784076459,587.245102,2020,3,10
"Eucalypt Medium Closed","accident",786,141.549995,-38.28,"Native forest",1,1.942857143,12.175,20.475,11.68214286,5482.427342,13262.43083,3.392182717,782.22696,2020,3,10
"Eucalypt Medium Woodland","accident",787,142.5199967,-37.11,"Native forest",1,0.878571429,14.29642857,24.37142857,10.84285714,2969.541498,40838.66215,3.392182717,84.18728334,2020,3,10
"Non forest","accident",788,143.56,-37.34,"Non forest",0,1.971428571,13.61428571,21.99642857,9.453571429,6878.095006,21707.62454,5.784076459,667.2853241,2020,3,10
"Non forest","accident",789,143.5333267,-37.92666333,"Non forest",0,1.435714286,12.81071429,21.71428571,10.85714286,7635.965687,31893.23837,5.784076459,645.7646047,2020,3,10
"Non forest","accident",790,143.7942871,-37.48285714,"Non forest",0,1.971428571,13.61428571,21.99642857,9.453571429,526.169091,13518.67192,5.784076459,0.434753664,2020,3,10
"Non forest","accident",791,143.144,-37.852,"Non forest",0,1.171428571,13.38214286,23.11071429,9.65,2203.991213,60554.99894,5.784076459,113.8783091,2020,3,10
"Non forest","accident",792,142.86,-37.949995,"Non forest",0,1.3,12.59285714,23.62857143,10.17142857,8760.348448,79438.61383,5.784076459,774.9756859,2020,3,10
"Non forest","accident",793,143.25999,-37.99,"Non forest",0,1.171428571,13.38214286,23.11071429,9.65,5762.177934,53806.75214,5.784076459,1035.786418,2020,3,10
"Non forest","accident",794,143.689995,-38.1,"Non forest",0,1.435714286,12.81071429,21.71428571,10.85714286,3453.491331,40830.24522,5.784076459,487.4757124,2020,3,10
"Non forest","accident",795,142.45999,-37.93999,"Non forest",0,1.3,12.59285714,23.62857143,10.17142857,5524.291213,78197.54348,3.392182717,137.1435395,2020,3,10
"Non forest","accident",796,143.8566667,-37.26666333,"Non forest",0,1.142857143,14.37857143,24.74642857,10.94642857,5205.321628,19480.73072,3.392182717,208.4152066,2020,3,10
"Non forest","accident",797,143.64,-37.34,"Non forest",0,1.971428571,13.61428571,21.99642857,9.453571429,2156.242324,30015.79465,5.784076459,361.5715535,2020,3,10
"Non forest","accident",798,143.110005,-38.055998,"Non forest",0,1.3,12.59285714,23.62857143,10.17142857,8716.697879,62540.74362,5.784076459,1056.189816,2020,3,10
"Non forest","accident",799,143.375,-37.7349975,"Non forest",0,1.171428571,13.38214286,23.11071429,9.65,5730.342291,32103.03322,5.784076459,1095.437529,2020,3,10
"Non forest","accident",800,143.5,-38.069995,"Non forest",0,1.435714286,12.81071429,21.71428571,10.85714286,9912.014973,44172.60823,5.784076459,613.222442,2020,3,10
"Non forest","accident",801,143.4174963,-37.9624975,"Non forest",0,1.435714286,12.81071429,21.71428571,10.85714286,6622.303082,41415.08877,5.784076459,258.6361759,2020,3,10
"Eucalypt Tall Closed","accident",802,146.169995,-37.6,"Native forest",1,2.657142857,12.08571429,14.09642857,5.6,8113.750308,4140.453621,4.982396317,48.7763372,2020,3,11
"Eucalypt Medium Open","accident",803,146.009995,-37.78,"Native forest",1,2.657142857,12.08571429,13.99642857,5.6,12669.07242,2436.402029,3.821052284,801.8015283,2020,3,11
"Eucalypt Tall Open","accident",804,144.090005,-37.47,"Native forest",1,1.971428571,13.48214286,21.91428571,9.242857143,5464.697555,7846.500893,3.392182717,12.13809343,2020,3,11
"Eucalypt Medium Open","accident",805,145.93,-37.83,"Native forest",1,2.657142857,12.08571429,13.99642857,5.6,9398.006399,5750.303334,3.821052284,132.5889188,2020,3,11
"Non forest","accident",806,144.0600033,-37.61,"Non forest",0,1.971428571,13.48214286,21.91428571,9.242857143,2589.130862,11553.91816,5.784076459,754.0507761,2020,3,11
"Non forest","accident",807,143.145,-37.9349975,"Non forest",0,1.171428571,13.22857143,23.025,9.3,6969.385176,69617.98765,5.784076459,329.1650776,2020,3,11
"Eucalypt Tall Open","accident",808,145.836004,-37.75999,"Native forest",1,1.692857143,12.12857143,24.32142857,8.8,8456.258338,5299.935396,3.821052284,231.3224692,2020,3,11
"Non forest","accident",809,143.4124975,-37.835,"Non forest",0,1.171428571,13.22857143,23.025,9.3,7785.283878,32747.7667,5.784076459,122.0163042,2020,3,11
"Non forest","accident",810,143.029995,-37.84,"Non forest",0,1.171428571,13.22857143,23.025,9.3,5318.129026,62038.97792,5.784076459,1712.183075,2020,3,11
"Non forest","accident",811,141.99,-37.13,"Non forest",0,0.935714286,13.81785714,24.50357143,9.996428571,12730.37534,13324.20177,3.392182717,169.3536976,2020,3,11
"Non forest","accident",812,143.35,-38.12,"Non forest",0,1.435714286,12.73571429,21.64642857,10.70714286,3057.622165,43747.465,5.784076459,520.9794994,2020,3,11
"Non forest","accident",813,143.73999,-38.1,"Non forest",0,1.435714286,12.73571429,21.64642857,10.70714286,6930.808185,36512.95702,5.784076459,1574.050732,2020,3,11
"Other native forest","lightning",814,149.46666,-37.52666667,"Native forest",1,0.421428571,12.55,23.16071429,13.28571429,19698.0687,17982.03363,2.836463171,1333.452534,2020,3,12
"Eucalypt Tall Open","accident",815,145.88,-37.7,"Native forest",1,2.657142857,11.88214286,14.00357143,5.75,3330.807433,9712.983783,3.821052284,228.9655754,2020,3,12
"Eucalypt Tall Open","accident",816,146.14,-37.85,"Native forest",1,2.657142857,11.88214286,13.98571429,5.75,11353.84802,6862.870039,3.821052284,237.2505266,2020,3,12
"Eucalypt Tall Open","lightning",817,149.0338454,-37.57230385,"Native forest",1,0.792857143,13.08571429,22.87142857,11.55714286,10634.15878,18086.27734,2.836463171,354.7466407,2020,3,13
"Non forest","accident",818,142.4249975,-37.865,"Non forest",0,0.814285714,11.86785714,22.96071429,8.953571429,5742.230417,69392.87321,3.392182717,852.818434,2020,3,15
"Non forest","accident",819,142.23999,-36.85,"Non forest",0,0.364285714,14.25714286,25.875,8.514285714,8794.652956,38905.334,3.392182717,768.6869187,2020,3,15
"Eucalypt Medium Woodland","accident",820,143.475996,-38.545998,"Native forest",1,2.807142857,10.52142857,19.19285714,12.63928571,6249.324296,12128.92756,5.784076459,133.5073348,2020,3,15
"Eucalypt Tall Open","accident",821,145.887495,-37.3925,"Native forest",1,0.835714286,13.775,25.16071429,8.417857143,17442.90941,5208.663127,4.982396317,107.6252901,2020,3,16
"Eucalypt Tall Open","accident",822,145.96666,-37.86666667,"Native forest",1,1.442857143,12.76428571,14.53571429,6.139285714,4176.540118,4058.711442,3.821052284,197.214784,2020,3,16
"Non forest","accident",823,142.12,-37.65,"Non forest",0,0.814285714,12.58214286,23.11428571,9.757142857,6017.244613,37106.40585,3.392182717,693.1537981,2020,3,16
"Eucalypt Tall Woodland","accident",824,145.60001,-37.5,"Native forest",1,0.271428571,12.21785714,24.32857143,7.85,7775.352042,3957.066916,3.821052284,141.5354658,2020,3,16
"Eucalypt Medium Open","accident",825,143.699998,-37.14,"Native forest",1,0.221428571,14.16428571,25.17857143,9.735714286,3685.615563,7545.893159,3.392182717,253.0163037,2020,3,16
"Eucalypt Medium Open","accident",826,145.99,-37.78,"Native forest",1,1.442857143,12.76428571,14.53571429,6.139285714,12658.12061,3274.700263,3.821052284,221.9567872,2020,3,16
"Non forest","accident",827,143.477998,-37.882,"Non forest",0,0.792857143,12.175,21.4,10.31428571,3835.569844,31219.35791,5.784076459,34.57936431,2020,3,16
"Non forest","accident",828,142.87,-37.9,"Non forest",0,0.707142857,11.88214286,23.39285714,9.028571429,6516.810927,74124.73344,5.784076459,74.7240912,2020,3,16
"Non forest","accident",829,142.56,-36.68,"Non forest",0,0.264285714,14.29285714,26.31071429,8.742857143,7473.650813,50330.87148,3.392182717,132.2796719,2020,3,16
"Eucalypt Medium Open","accident",830,146.110005,-37.87,"Native forest",1,1.442857143,12.76428571,14.53571429,6.139285714,10263.72433,6213.487327,3.821052284,393.0455684,2020,3,16
"Non forest","accident",831,143.25999,-37.96,"Non forest",0,0.457142857,12.74285714,23.22142857,8.167857143,3707.05373,51783.26308,5.784076459,266.6639885,2020,3,16
"Non forest","accident",832,141.92,-37.79,"Non forest",0,0.814285714,12.58214286,23.11428571,9.757142857,4257.070982,39470.62031,3.392182717,301.985158,2020,3,16
"Non forest","accident",833,142.389995,-36.7,"Non forest",0,0.264285714,14.29285714,26.31071429,8.742857143,10620.23023,37339.8221,3.392182717,946.7178339,2020,3,16
"Non forest","accident",834,143.6333333,-37.83333333,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,2364.569037,18401.93283,5.784076459,720.9090531,2020,3,16
"Non forest","accident",835,143.62,-38.05999667,"Non forest",0,0.792857143,12.175,21.4,10.31428571,3408.15071,42615.5613,5.784076459,900.8845492,2020,3,16
"Non forest","accident",836,143.84,-38.25999,"Non forest",0,0.792857143,12.175,21.4,10.31428571,9952.40711,17273.52535,5.784076459,146.5957286,2020,3,16
"Non forest","accident",837,141.36,-36.7,"Non forest",0,0.557142857,13.76428571,25.08214286,10.25714286,3342.432047,60665.87199,3.821052284,197.2425958,2020,3,16
"Non forest","lightning",838,141.689995,-36.64,"Non forest",0,0.328571429,14.51785714,26.37857143,9.975,12753.84158,30489.43592,3.821052284,635.4752475,2020,3,16
"Non forest","accident",839,143.189995,-37.89,"Non forest",0,0.457142857,12.74285714,23.22142857,8.167857143,5488.943004,53233.23734,5.784076459,40.46934095,2020,3,16
"Non forest","accident",840,141.8000033,-35.98,"Non forest",0,0.328571429,14.51785714,26.37857143,9.975,12064.38369,62508.47255,4.678394664,617.9138618,2020,3,16
"Eucalypt Tall Open","accident",841,144.104004,-37.408,"Native forest",1,0.742857143,13.36785714,22.21428571,8.078571429,2209.329521,6453.643851,3.392182717,31.91616051,2020,3,16
"Non forest","accident",842,143.872,-37.384,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,4796.381651,7467.416335,5.784076459,196.5662211,2020,3,16
"Non forest","accident",843,143.409995,-37.71,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,5304.524496,28637.89905,5.784076459,404.1974942,2020,3,16
"Non forest","accident",844,143.37,-37.929995,"Non forest",0,0.457142857,12.74285714,23.22142857,8.167857143,3867.319456,41970.22806,5.784076459,509.9892411,2020,3,16
"Non forest","accident",845,142.84,-38.04,"Non forest",0,0.707142857,11.88214286,23.39285714,9.028571429,4413.927076,89179.63931,5.784076459,604.8044015,2020,3,16
"Non forest","accident",846,144.04001,-37.49,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,1818.284784,11712.07476,5.784076459,196.022708,2020,3,16
"Non forest","accident",847,142.72571,-36.93714,"Non forest",0,0.35,14.19285714,24.68214286,9.567857143,6509.398415,52731.54586,3.392182717,791.2812732,2020,3,16
"Non forest","accident",848,143.64,-37.37,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,1187.396187,26926.85817,5.784076459,169.7582506,2020,3,16
"Non forest","accident",849,142.57,-36.83,"Non forest",0,0.264285714,14.29285714,26.31071429,8.742857143,9439.821436,58668.59266,3.392182717,126.4146581,2020,3,16
"Non forest","accident",850,143.0599967,-37.85,"Non forest",0,0.457142857,12.74285714,23.22142857,8.167857143,4082.51478,62208.86998,5.784076459,1003.369267,2020,3,16
"Eucalypt Medium Open","accident",851,143.56,-37.66,"Native forest",1,0.742857143,13.36785714,22.21428571,8.078571429,3273.966865,15390.46692,5.784076459,560.2062455,2020,3,16
"Non forest","accident",852,143.24999,-37.92,"Non forest",0,0.457142857,12.74285714,23.22142857,8.167857143,4114.903352,50070.30494,5.784076459,1773.337626,2020,3,16
"Non forest","accident",853,142.45999,-37.75999,"Non forest",0,0.814285714,12.58214286,23.11428571,9.757142857,5118.447785,61382.08481,3.392182717,227.1715077,2020,3,16
"Non forest","accident",854,143.35,-37.99,"Non forest",0,0.792857143,12.175,21.4,10.31428571,4219.752877,47798.1866,5.784076459,436.7048959,2020,3,16
"Non forest","accident",855,142.12,-36.429995,"Non forest",0,0.292857143,14.20714286,26.07857143,8.357142857,8791.472297,12055.3599,3.821052284,168.1014634,2020,3,16
"Non forest","accident",856,143.969995,-37.5,"Non forest",0,0.742857143,13.36785714,22.21428571,8.078571429,4169.18524,8379.298809,5.784076459,155.7149218,2020,3,16
"Non forest","accident",857,142.731994,-36.816,"Non forest",0,0.35,14.19285714,24.68214286,9.567857143,4826.487947,51186.9948,3.392182717,151.9682841,2020,3,16
"Non forest","accident",858,141.899995,-37.105,"Non forest",0,0.771428571,13.65714286,25.08571429,9.232142857,5462.262841,18148.35855,3.392182717,37.94341941,2020,3,16
"Non forest","accident",859,145.169995,-37.55,"Non forest",0,0.614285714,12.24642857,24.47857143,10.31428571,5047.99038,15011.10098,3.821052284,96.26502825,2020,3,17
"Eucalypt Medium Open","accident",860,145.169995,-37.7449975,"Native forest",1,0.414285714,12.08214286,24.40714286,10.95714286,3440.42236,36411.80906,3.821052284,112.2267426,2020,3,17
"Non forest","accident",861,145.729995,-36.23,"Non forest",0,0.1,14.50714286,28.325,10.68214286,3876.739306,70182.52776,4.221876043,4.835013344,2020,3,17
"Non forest","accident",862,141.72,-37.73999667,"Non forest",0,0.814285714,12.45,23.13928571,10.025,1936.235082,33337.4141,3.392182717,1123.623176,2020,3,17
"Non forest","accident",863,142.13,-37.73,"Non forest",0,0.814285714,12.45,23.13928571,10.025,3320.37648,46013.10871,3.392182717,298.6370454,2020,3,17
"Non forest","accident",864,142.78,-36.78,"Non forest",0,0.35,13.96428571,24.76428571,9.867857143,4274.726508,45778.94018,5.784076459,173.1909529,2020,3,17
"Non forest","accident",865,145.65,-35.96,"Non forest",0,0.1,14.23571429,28.18928571,10.81785714,4510.337524,92067.83186,4.221876043,508.29028,2020,3,18
"Eucalypt Mallee Woodland","accident",866,141.310005,-35.35,"Native forest",1,0.042857143,14.43214286,27.79285714,11.91785714,14268.1831,18043.93328,4.678394664,26.55627007,2020,3,22
"Eucalypt Medium Open","lightning",867,147.270005,-37.78,"Native forest",1,0.25,12.17857143,22.20714286,10.95357143,7254.111998,14171.07301,4.776114383,260.6553773,2020,3,22
"Hardwood plantation","lightning",868,149.024,-37.168,"Commercial plantation",1,0.25,12.40357143,22.18214286,11.33928571,11005.83399,11854.88703,4.350303464,313.1683461,2020,3,22
"Eucalypt Medium Open","accident",869,146.7533367,-36.42666333,"Native forest",1,0.164285714,12.97142857,26.14285714,7.053571429,2611.612468,2582.799809,2.836463171,128.1668049,2020,3,23
"Non forest","accident",870,142.409995,-36.68,"Non forest",0,0.271428571,13.275,25.46071429,7.892857143,8554.177191,37891.60546,3.392182717,863.5792761,2020,3,23
"Non forest","accident",871,143.3457164,-37.70571429,"Non forest",0,0.457142857,11.74642857,22.68214286,7.639285714,2616.289106,34335.32214,5.784076459,802.8377239,2020,3,23
"Non forest","accident",872,143.04666,-37.81,"Non forest",0,0.457142857,11.74642857,22.68214286,7.639285714,3372.254268,58394.60653,5.784076459,1347.670333,2020,3,23
"Non forest","accident",873,143.229995,-37.91,"Non forest",0,0.457142857,11.74642857,22.68214286,7.639285714,4379.841167,51059.30624,5.784076459,122.5106239,2020,3,23
"Eucalypt Medium Open","accident",874,146.229995,-36.9,"Native forest",1,1,12.71428571,17.45357143,6.560714286,4037.065547,1417.957941,4.678394664,175.2769546,2020,3,23
"Non forest","accident",875,141.4574987,-36.4174975,"Non forest",0,0.328571429,13.45,25.62142857,9.546428571,10670.83235,51648.41059,4.982396317,315.39453,2020,3,23
"Non forest","accident",876,143.14,-38.01,"Non forest",0,0.821428571,10.97142857,22.68571429,8.157142857,8483.366074,64572.19185,5.784076459,522.9173691,2020,3,23
"Non forest","accident",877,145.78,-36.47,"Non forest",0,0.310714286,12.71785714,26.00714286,8.721428571,2585.678093,43422.38994,4.776114383,458.1317531,2020,3,23
"Hardwood plantation","accident",878,142.48,-37.61,"Commercial plantation",1,2.164285714,12.01785714,16.6,8.171428571,5486.236285,50600.37119,3.392182717,659.131013,2020,3,23
"Hardwood plantation","accident",879,145.38,-37.1,"Commercial plantation",1,0.5,12.88571429,24.8,9.782142857,2460.492945,16426.033,4.982396317,113.020304,2020,3,23
"Non forest","accident",880,143.62,-37.089995,"Non forest",0,0.228571429,13.09285714,24.29642857,9.282142857,10993.40571,11503.24075,3.392182717,20.56877065,2020,3,23
"Non forest","accident",881,141.90666,-37.00666667,"Non forest",0,0.792857143,12.65,24.25,8.935714286,3171.092269,28124.75378,3.392182717,776.9389731,2020,3,23
"Non forest","accident",882,141.616004,-36.392,"Non forest",0,0.328571429,13.45,25.62142857,9.546428571,4213.869659,39335.08531,3.821052284,636.4309101,2020,3,23
"Non forest","lightning",883,141.08,-36.449995,"Non forest",0,0.328571429,13.45,25.62142857,9.546428571,10688.88135,84114.11666,4.982396317,729.9569768,2020,3,23
"Non forest","accident",884,146.1666633,-36.41333333,"Non forest",0,0.164285714,12.97142857,26.16785714,7.053571429,1669.135178,35304.85024,5.020980278,76.33283206,2020,3,23
"Non forest","accident",885,141.45999,-36.78,"Non forest",0,0.65,12.825,24.26428571,9.842857143,5265.693929,55573.62108,3.821052284,369.176314,2020,3,23
"Eucalypt Medium Open","accident",886,147.45999,-36.54,"Native forest",1,0.985714286,12.86071429,23.71785714,8.575,3378.40184,6563.414021,4.350303464,647.1720707,2020,3,23
"Non forest","accident",887,143.51,-37.9,"Non forest",0,0.857142857,11.15,20.77857143,10.25,4415.816652,30744.63698,5.784076459,423.013063,2020,3,23
"Other forest  unallocated type","accident",888,143.409995,-37.51,"Other forest",1,0.75,12.18214286,21.24285714,7.882142857,5349.728381,24713.49684,5.784076459,741.2656291,2020,3,23
"Eucalypt Mallee Woodland","accident",889,141.889995,-36.47,"Native forest",1,0.328571429,13.45,25.62142857,9.546428571,10917.5398,13598.6694,3.821052284,163.5986246,2020,3,23
"Non forest","accident",890,144.969995,-37.429995,"Non forest",0,0.357142857,12,20.55357143,10.25,1801.065038,14958.63073,3.821052284,861.0335201,2020,3,24
"Eucalypt Medium Open","accident",891,145.5600033,-37.46,"Native forest",1,0.2,10.94285714,23.39642857,7.035714286,11891.85702,1053.754044,3.821052284,115.7761794,2020,3,24
"Eucalypt Medium Open","accident",892,146,-37.55,"Native forest",1,0.828571429,12.31428571,24.26428571,8.132142857,20204.19844,1687.545274,4.982396317,310.0712495,2020,3,24
"Non forest","accident",893,141.63,-36.89,"Non forest",0,0.792857143,12.52142857,24.24642857,8.607142857,7418.690666,50855.52151,3.392182717,854.2603862,2020,3,24
"Non forest","accident",894,141.60001,-37.07999,"Non forest",0,0.792857143,12.52142857,24.24642857,8.607142857,9464.921937,39953.54763,3.392182717,251.1692012,2020,3,24
"Non forest","accident",895,142.590005,-36.82,"Non forest",0,0.271428571,13.10714286,25.43571429,7.807142857,8921.225234,59553.55331,3.392182717,182.3623494,2020,3,24
"Eucalypt Tall Open","accident",896,146.330005,-37.04,"Native forest",1,5.464285714,11.36071429,12.85357143,5.882142857,9437.729802,3270.816293,4.678394664,335.378413,2020,3,25
"Non forest","accident",897,142.15,-35.72,"Non forest",0,0.1,13.61785714,27.22142857,8.982142857,3175.273019,88556.9737,4.982396317,750.7262464,2020,3,25
"Non forest","accident",898,142.64,-36.41,"Non forest",0,0.15,13.32142857,26.16785714,8.903571429,7219.456396,55673.50426,3.821052284,82.61854661,2020,3,25
"Non forest","accident",899,142.87,-37.93999,"Non forest",0,0.821428571,10.79285714,22.89642857,8.046428571,8570.547083,78038.89657,5.784076459,555.0225223,2020,3,25
"Non forest","lightning",900,141.37,-36.33,"Non forest",0,0.328571429,13.05,25.52857143,9.639285714,6950.47511,62249.45198,4.982396317,550.3945887,2020,3,25
"Non forest","accident",901,145.76001,-36.34,"Non forest",0,0.310714286,12.28928571,25.64642857,8.310714286,6684.06221,57697.60212,5.020980278,338.4084576,2020,3,25
"Non forest","accident",902,143.263992,-37.884,"Non forest",0,0.457142857,11.35357143,22.69642857,7.628571429,8158.780984,47008.84632,5.784076459,362.3351683,2020,3,25
"Non forest","accident",903,145.85,-36.02,"Non forest",0,0.107142857,13.075,26.74642857,10.00357143,5020.16151,91198.47497,4.221876043,43.88382064,2020,3,25
"Non forest","accident",904,145.816,-36.257997,"Non forest",0,0.107142857,13.075,26.74642857,10.00357143,7097.303955,65392.98305,4.221876043,18.7626817,2020,3,25
